;dia_semana;horario;uf;br;km;municipio;classificacao_acidente;sentido_via;condicao_metereologica;tipo_pista;uso_solo;latitude;longitude;ponte;declive;desvio_temporario;aclive;rotatoria;viaduto;curva;em_obras;reta;retorno_regulamentado;tunel;intersecao_de_vias;pista_molhada;ano;mes;dia;feriado;turno;vel_max;vel_min;latitude_radar;longitude_radar;altimetria_ponto;altimetria_antes;altimetria_depois;distancia_radar;proba_fatal;proba_leve;proba_feridos
453130;1.0;0.6597864768683275;MG;40.0;0.21187800963081863;0.8405479452054794;0;0.5;0.2;1.0;0.0;-18.14870194;-45.31944594;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5454545454545454;0.3333333333333333;0.046875;1.0;0.0;0.0;0.6374797269036052;0.0;0.4536979490366687;0.4536979490366687;0.4589646464646465;0.9750452782309855;0.044480663;0.41700107;0.53851825
469217;0.6666666666666666;0.36085409252669043;MG;40.0;0.4244783306581059;0.25095890410958904;1;0.0;0.6000000000000001;0.0;0.0;-19.91295715;-44.04092789;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8181818181818182;0.16666666666666669;0.453125;0.3333333333333333;0.0;0.0;0.6374797269036052;0.0;0.5661901802361715;0.5661901802361715;0.5662878787878788;0.9750452782309855;0.05733491;0.49442452;0.44824058
429700;0.5;0.7843416370106762;MG;40.0;0.03226324237560193;0.644931506849315;1;0.5;0.0;1.0;1.0;-17.21013894;-46.88089301;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.1818181818181818;0.16666666666666669;0.25;0.6666666666666666;0.8571428571428572;1.0;0.6374797269036052;0.0;0.4580484773151025;0.4574269732753263;0.46527777777777785;0.9750452782309855;0.027525712;0.1688876;0.8035867
463285;0.5;0.3145907473309609;MG;40.0;0.41966292134831457;0.25095890410958904;1;0.0;0.2;0.0;0.0;-19.86608429;-44.06508923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.7272727272727273;0.1;0.4765625;0.3333333333333333;1.0;1.0;0.6374797269036052;0.0;0.5419515226848974;0.5425730267246737;0.5505050505050505;0.9750452782309855;0.019757232;0.24708085;0.7331619
470401;0.16666666666666666;0.9622775800711745;MG;40.0;0.5873996789727126;0.6257534246575343;1;0.5;0.6000000000000001;0.0;0.0;-21.34218094;-43.58845595;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8181818181818182;0.3333333333333333;0.4921875;0.6666666666666666;0.0;0.0;0.6374797269036052;0.0;0.6451211932877563;0.6451211932877563;0.6464646464646465;0.9750452782309855;0.029920585;0.6597427;0.31033668
458341;1.0;0.5138790035587188;MG;40.0;0.41412520064205455;0.7534246575342465;1;0.5;0.2;0.0;1.0;-19.81628624;-44.08960124;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.6363636363636364;0.23333333333333334;0.265625;1.0;1.0;1.0;0.6374797269036052;0.0;0.559975139838409;0.5692977004350528;0.5688131313131313;0.9750452782309855;0.01672572;0.18035056;0.8029237
472939;0.3333333333333333;0.2612099644128114;MG;40.0;0.41492776886035315;0.25095890410958904;1;0.0;0.2;0.0;1.0;-19.82351202;-44.08438913;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.8181818181818182;0.8333333333333334;0.4453125;0.3333333333333333;1.0;1.0;0.6374797269036052;0.0;0.5680546923555003;0.5680546923555003;0.5789141414141414;0.9750452782309855;0.034893278;0.20976047;0.75534624
440988;0.5;0.14306049822064057;MG;40.0;0.43980738362760835;0.6054794520547945;0;0.5;0.2;0.0;0.0;-20.03136499;-43.96967792;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36363636363636365;0.23333333333333334;0.5546875;0.0;1.0;1.0;0.6374797269036052;0.0;0.7787445618396519;0.7787445618396519;0.7828282828282829;0.9750452782309855;0.01948642;0.28462055;0.695893
472558;0.5;0.802135231316726;MG;40.0;0.4513643659711075;0.6054794520547945;1;0.5;0.2;0.0;0.0;-20.14451602;-43.95966007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.8181818181818182;0.7333333333333333;0.421875;0.6666666666666666;1.0;1.0;0.6374797269036052;0.0;0.8042262274704786;0.8042262274704786;0.8106060606060607;0.9750452782309855;0.03200172;0.2483038;0.71969444
482282;0.16666666666666666;0.4747330960854093;MG;40.0;0.0348314606741573;0.644931506849315;1;0.0;0.2;1.0;1.0;-17.22598002;-46.86163701;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.9999999999999999;0.4;0.40625;0.3333333333333333;0.0;0.0;0.6374797269036052;0.0;0.4493474207582349;0.4493474207582349;0.456439393939394;0.9750452782309855;0.028167367;0.15653992;0.8152927
427216;0.0;0.4249110320284698;MG;40.0;0.38202247191011235;0.9008219178082191;1;0.0;0.2;0.0;0.0;-19.51363098;-44.27021397;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.6;0.1328125;0.3333333333333333;1.0;1.0;0.6374797269036052;0.0;0.5407085146053449;0.5407085146053449;0.5492424242424242;0.9750452782309855;0.017860312;0.19915815;0.7829815
427572;1.0;0.6846975088967971;MG;40.0;0.40922953451043337;0.7534246575342465;0;0.0;0.2;0.0;1.0;-19.76728744;-44.12855905;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.6666666666666666;0.1484375;1.0;1.0;1.0;0.6374797269036052;0.0;0.5605966438781852;0.5605966438781852;0.5738636363636364;0.9750452782309855;0.020767951;0.19616674;0.78306526
427323;0.0;0.908896797153025;MG;40.0;0.4375601926163724;0.6054794520547945;1;0.5;0.2;0.0;0.0;-20.00998502;-43.96596199;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.6;0.1328125;0.6666666666666666;1.0;1.0;0.6374797269036052;0.0;0.7147296457426973;0.694841516469857;0.726010101010101;0.9750452782309855;0.014302703;0.4626516;0.52304566
479564;0.3333333333333333;0.599288256227758;MG;40.0;0.5528892455858748;0.020821917808219178;1;0.0;0.8;1.0;0.0;-21.11197315;-43.75988234;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9090909090909091;0.9666666666666667;0.6171875;1.0;0.5714285714285714;0.6666666666666667;0.6374797269036052;0.0;0.6699813548788067;0.6699813548788067;0.6805555555555556;0.9750452782309855;0.09200458;0.38244674;0.5255487
419636;1.0;0.6669039145907474;MG;40.0;0.4822632423756019;0.6306849315068492;1;0.0;0.6000000000000001;1.0;0.0;-20.42625199;-43.86231799;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06666666666666668;0.515625;1.0;0.8571428571428572;1.0;0.6374797269036052;0.0;0.7066500932256059;0.7128651336233686;0.7178030303030303;0.9750452782309855;0.04405646;0.19617796;0.7597656
463796;0.3333333333333333;0.10249110320284699;MG;40.0;0.6428571428571429;0.5506849315068493;1;0.5;0.0;0.0;0.0;-21.84672919;-43.37899486;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.7272727272727273;0.2;0.5;0.0;1.0;1.0;0.6374797269036052;0.0;0.46985705407085143;0.46985705407085143;0.456439393939394;0.9750452782309855;0.023271427;0.6331926;0.34353596
465467;0.8333333333333333;0.15800711743772244;MG;40.0;0.41813804173354735;0.25095890410958904;1;0.5;0.6000000000000001;0.0;1.0;-19.85651501;-44.07213222;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7272727272727273;0.5;0.5703125;0.0;1.0;1.0;0.6374797269036052;0.0;0.5568676196395276;0.5568676196395276;0.5675505050505051;0.9750452782309855;0.07684644;0.38756207;0.53559154
432863;0.3333333333333333;0.9373665480427047;MG;40.0;0.4229534510433387;0.25095890410958904;1;0.5;0.2;0.5;1.0;-19.90149502;-44.04938939;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.5;0.859375;0.6666666666666666;0.0;0.0;0.6374797269036052;0.0;0.5419515226848974;0.5450590428837787;0.5505050505050505;0.9750452782309855;0.10146846;0.25587568;0.6426559
474001;1.0;0.9693950177935944;MG;40.0;0.4819422150882825;0.6306849315068492;0;0.0;0.6000000000000001;1.0;0.0;-20.43217759;-43.85352915;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.8181818181818182;0.9999999999999999;0.484375;0.6666666666666666;0.0;0.0;0.6374797269036052;0.0;0.6836544437538844;0.6836544437538844;0.6944444444444444;0.9750452782309855;0.11078166;0.5320244;0.35719392
